X_data[0],X_data[2],Y_pred[0],E_pred[0],E_pred[2],N_SP[0]
0.0,2.0,1.9636632538590095,0.03633674614099047,0.0,0.0
0.01,2.0,1.9251081229842049,0.03561723035968322,0.00040526724419789813,1.0
0.02,2.0,1.8872578046638246,0.03491196194542258,0.0007219408408026282,1.0
0.03,2.0,1.8501129936839023,0.034220658781439144,0.0009734003671467202,1.0
0.04,2.0,1.8136722367392542,0.03354304433724981,0.0011791638914552826,1.0
0.05,2.0,1.7779320983965243,0.032878847558041935,0.0013551706693467247,1.0
0.06,2.0,1.742887340765691,0.03222780275624776,0.001514096983370958,1.0
0.07,2.0,1.708531112631141,0.03158964950526585,0.00166569535037582,1.0
0.08,2.0,1.6748551439143227,0.03096413253528698,0.0018171440978792391,1.0
0.09,2.0,1.6418499415567631,0.030351001631182834,0.0019733956602925916,1.0
0.1,2.0,1.6095049832104207,0.02975001153241658,0.0020150981928620383,2.0
0.11,2.0,1.5778089054861184,0.0291609218349354,0.0021824969490426786,2.0
0.12,2.0,1.5467496839236032,0.028583496895005677,0.002291948651985088,3.0
0.13,2.0,1.5163148022921418,0.02801750573495232,0.002470935511833966,3.0
0.14,2.0,1.486491409292528,0.027462721950764674,0.0026057691770167064,4.0
0.15,2.0,1.4572664611952562,0.02691892362153184,0.0027531817318761937,5.0
0.16,2.0,1.4286268494020236,0.026385893220671388,0.0029079743025869358,6.0
0.17,2.0,1.4005595123473547,0.0258634175289158,0.003066761720495565,7.0
0.18,2.0,1.3730515315544225,0.025351287549021946,0.0032269459233617136,8.0
0.19,2.0,1.3460902120168745,0.024849298422169378,0.0033714012757269807,10.0
0.2,2.0,1.3196631473913114,0.024357249346014073,0.00352999821193519,11.0
0.21,2.0,1.2937582707498436,0.023874943494364826,0.003674127543183339,13.0
0.22,2.0,1.2683638918574953,0.023402187938450152,0.0038156766313471144,15.0
0.23,2.0,1.2434687221054335,0.02293879356974419,0.003946929374604253,18.0
0.24,2.0,1.2190618883497835,0.022484575024320785,0.004078725245336607,20.0
0.25,2.0,1.1951329369801202,0.02203935060870544,0.004199629260484167,23.0
0.26,2.0,1.171671829575361,0.021602942227195502,0.004313959049463258,26.0
0.27,2.0,1.1486689315022796,0.02117517531061951,0.0044187923187606025,30.0
0.28,2.0,1.1261149947780982,0.020755878746507205,0.004516804672735608,34.0
0.29,2.0,1.1040011364587385,0.02034488481064224,0.0046076228460049115,38.0
0.3,2.0,1.0823188137334367,0.019942029099970286,0.004690177214355769,43.0
0.31,2.0,1.0610597968095616,0.019547150466835576,0.004766166794363954,48.0
0.32,2.0,1.0402161405632913,0.019160090954519756,0.0048358791268754905,53.0
0.33,2.0,1.0197801558166328,0.018780695734057027,0.004899223565561271,59.0
0.34,2.0,0.9997443809829629,0.018408813042300534,0.004957090785262334,66.0
0.35,2.0,0.980101554705201,0.018044294121215082,0.00501069322406141,73.0
0.36,2.0,0.9608445899956914,0.017686993158371907,0.005060646862666101,80.0
0.37,2.0,0.9419665502772652,0.0173367672286218,0.005107352146004118,88.0
0.38,2.0,0.9234606276224844,0.01699347623692312,0.0051515955556466755,97.0
0.39,2.0,0.9053201233941985,0.016656982862301915,0.005194286629761851,106.0
0.4,2.0,0.8875384314060615,0.0163271525029217,0.005235842106557667,116.0
0.41,2.0,0.8701090236471776,0.01600385322224092,0.005276859642049695,127.0
0.42,2.0,0.853025438550705,0.015686955696236588,0.0053179751260643525,138.0
0.43,2.0,0.8362812717319525,0.015376333161672952,0.00535947106964059,150.0
0.44,2.0,0.8198701690769516,0.015071861365394495,0.005401700532155675,163.0
0.45,2.0,0.8037858220271383,0.014773418514623025,0.005444928115262124,177.0
0.46,2.0,0.7880219648789806,0.014480885228238942,0.005489330898489909,192.0
0.47,2.0,0.7725723738984247,0.014194144489027205,0.005535064195487384,207.0
0.48,2.0,0.7574308680380417,0.013913081596868859,0.005582004142252471,224.0
0.49,2.0,0.7425913110389674,0.013637584122859488,0.00563020603311276,241.0
0.5,2.0,0.728047614699217,0.01336754186433614,0.0056794258588042995,260.0
0.51,2.0,0.713793743094008,0.013102846800794793,0.005729557761886703,279.0
0.52,2.0,0.6998237175414368,0.01284339305068072,0.0057802574187692714,300.0
0.53,2.0,0.6861316221175888,0.01258907682903444,0.005831260216350928,322.0
0.54,2.0,0.6727116095381953,0.012339796405976372,0.005882214922192435,345.0
0.55,2.0,0.6595579072386503,0.012095452066013508,0.005932736848529681,369.0
0.56,2.0,0.6466648235000787,0.011855946068151893,0.00598241602599065,394.0
0.57,2.0,0.6340267534856621,0.01162118260679893,0.006030805013272589,421.0
0.58,2.0,0.621638185068198,0.01139106777343985,0.006077491826271187,449.0
0.59,2.0,0.6094937043465434,0.011165509519073077,0.006122021234889518,479.0
0.6,2.0,0.5975880007648661,0.010944417617389377,0.006163978719777898,510.0
0.61,2.0,0.5859158717642846,0.010727703628680146,0.006202928888348222,543.0
0.62,2.0,0.5744722269113066,0.010515280864460344,0.0062384820754176895,577.0
0.63,2.0,0.5632520914613803,0.010307064352791941,0.006270246218081411,613.0
0.64,2.0,0.5522506093287043,0.010102970804294011,0.006297879105921739,650.0
0.65,2.0,0.5414630454451818,0.009902918578825871,0.006321050703258117,689.0
0.66,2.0,0.5308847875019873,0.009706827652829937,0.006339476987922601,730.0
0.67,2.0,0.5205113470766529,0.00951461958732123,0.006352911863540312,773.0
0.68,2.0,0.5103383601568747,0.009326217496510738,0.006361149462329437,818.0
0.69,2.0,0.5003615870794328,0.009141546017050074,0.006364030242014927,864.0
