X_data[0],X_data[2],Y_pred[0],E_pred[0],E_pred[2],N_SP[0]
0.590501965688466,2.0,0.6144092326150407,0.0006314884489417898,0.005005388027485315,1160.0
0.8389554903272782,2.0,0.37166788750327917,0.00038420359249781465,0.0052064056744579095,3007.0
0.8098611451112274,2.0,0.3941184536561959,0.00040722314023704535,0.005332045462089897,2729.0
0.9092149779579112,2.0,0.3227713847863408,0.0003338372589642298,0.004723627864351614,3754.0
1.2518169526922824,2.0,0.16467461800703764,0.00016824978255869496,0.004427104885766491,9218.0
0.2473264844724463,2.0,1.21774604942707,0.0012544225329860904,0.0039086316024249885,117.0
1.232262086179955,2.0,0.17101592605989835,0.00017496035566076976,0.004375422840844394,8814.0
0.0095092434518588,2.0,1.961066804222713,0.0020184094810681073,0.0009331976190825886,1.0
1.4617091126384625,2.0,0.10999236159502501,0.00011057183013739105,0.004694623302127833,10000.0
0.9396959591845628,2.0,0.3037010023288903,0.00031409379866698215,0.004490674004061786,4114.0
0.002954885024095,2.0,1.9864372841987246,0.0020450424199018745,0.00033171129565312714,1.0
0.4418507734102883,2.0,0.8281347402220384,0.0008501238414690362,0.0055173201830613664,536.0
0.271871165600364,2.0,1.1598973962011878,0.001194330731720682,0.004210208972611219,150.0
1.1135174297740122,2.0,0.21543231878505986,0.00022186048136566415,0.004110433926958465,6615.0
0.6968175853561211,2.0,0.4954097025137628,0.0005105294940814455,0.005364876453503891,1812.0
1.2105547014083564,2.0,0.1783541905817977,0.0001827235178056947,0.00431790266010611,8379.0
1.4297611075301633,2.0,0.11695652837529846,0.00011786752997038474,0.004707758168602823,10000.0
1.2720204122907826,2.0,0.15837890011192657,0.00016158684805176273,0.004478985750042048,9648.0
1.0714400880631276,2.0,0.233960708273646,0.0002413391982135098,0.004080785495107819,5935.0
1.1814469677891295,2.0,0.18871477247847201,0.0001936765783496164,0.004243699273744335,7820.0
0.3171759250837522,2.0,1.0604408090858604,0.001090870992009644,0.004866471041472326,224.0
0.6360733641434393,2.0,0.5602961345655008,0.0005764778129840668,0.005162665197635982,1416.0
1.179209185373327,2.0,0.18953697830905714,0.00019454533306626686,0.004238254312445,7778.0
0.1284409785666111,2.0,1.5448540786913083,0.0015911330069023374,0.0034023594166748094,21.0
0.3901119625633189,2.0,0.9178639441984079,0.0009428051716018253,0.005562503972210734,386.0
1.9592386712149172,2.0,0.03977051269035736,4.0878581211167204e-05,0.003650686084806493,10000.0
1.9585780671068989,2.0,0.039831388783707955,4.093262602288629e-05,0.003647165044139649,10000.0
1.3291017911511724,2.0,0.14189841746563314,0.00014415368670523236,0.00460669630989446,10000.0
0.6087765212372427,2.0,0.592122633997885,0.0006088247984609677,0.00506298317205328,1259.0
0.0045458093596741,2.0,1.9802598703780352,0.002038545745594018,0.0004942430520656654,1.0
