X_data[0],X_data[1],X_data[2],X_data[3],X_data[4],X_data[6],Y_pred[0],Y_pred[1],Y_pred[2],Y_pred[4],E_pred[0],E_pred[2],N_SP[0]
0.0130612244897959,0.386299347133715,-0.0042547077072485,-0.1231094650209526,0.2105609964777821,-0.332578444766588,0.03981336673762492,-0.10167329174760509,0.20751646819048142,-0.32500515617560977,0.06548032545858512,3.4693522701830056e-05,1.0
0.0,0.399574600503792,-0.0062276649745755,-0.113616052080701,0.169355300625668,-0.325729669573788,0.04153282769361166,-0.1055618556982646,0.17234065191959805,-0.32230532984668914,0.04864743738563799,0.0,0.0
0.0032653061224489,0.399574600503792,-0.0062276649745755,-0.113616052080701,0.169355300625668,-0.325729669573788,0.041195244454827806,-0.10157779891780122,0.17128883226171587,-0.3209960934495213,0.05314676622135156,8.848945164083015e-06,1.0
0.0065306122448979,0.399574600503792,-0.0062276649745755,-0.113616052080701,0.169355300625668,-0.325729669573788,0.04086978376775907,-0.09760662840973594,0.1702434006838565,-0.31968932611760836,0.05806223126196763,1.477703253760892e-05,1.0
0.0097959183673469,0.399574600503792,-0.0062276649745755,-0.113616052080701,0.169355300625668,-0.325729669573788,0.040556609378403774,-0.09364823038774495,0.1692038969658923,-0.3183847991561439,0.06343232032363677,2.3023688747012696e-05,1.0
0.0130612244897959,0.399574600503792,-0.0062276649745755,-0.113616052080701,0.169355300625668,-0.325729669573788,0.04025586911272183,-0.08970244035411734,0.16816991153263366,-0.317082273168932,0.06929908090314937,3.5466909411027646e-05,1.0
0.0,0.399574600503792,-0.0080181922204561,-0.1053853085460086,0.1721418332535965,-0.3192060026267876,0.03881617485910949,-0.09773683712603837,0.17486257131308594,-0.31596089841854824,0.04764336440383157,0.0,0.0
0.0032653061224489,0.399574600503792,-0.0080181922204561,-0.1053853085460086,0.1721418332535965,-0.3192060026267876,0.038504002645323054,-0.0938848283891282,0.1738313816980092,-0.3146515110047847,0.0520498280288992,9.15270380509908e-06,1.0
0.0065306122448979,0.399574600503792,-0.0080181922204561,-0.1053853085460086,0.1721418332535965,-0.3192060026267876,0.03820351983734105,-0.0900444432114812,0.17280659173563667,-0.3133446063658243,0.056863838894217776,1.5127718451934004e-05,1.0
0.0097959183673469,0.399574600503792,-0.0080181922204561,-0.1053853085460086,0.1721418332535965,-0.3192060026267876,0.03791489495978384,-0.08621559103711124,0.17178774079669898,-0.31203995488431,0.062123090435423654,2.3199471837792286e-05,1.0
0.0130612244897959,0.399574600503792,-0.0080181922204561,-0.1053853085460086,0.1721418332535965,-0.3192060026267876,0.03763828051879292,-0.08239813028842058,0.17077441895182488,-0.3107373162660495,0.06786876229772554,3.538856958236708e-05,1.0
0.0,0.399574600503792,-0.0096776779482315,-0.0975793722979927,0.1749742148396494,-0.3126823356797873,0.03622093403723481,-0.09033813476648561,0.17743612069638565,-0.3096238802904755,0.04663189072937041,0.0,0.0
0.0032653061224489,0.399574600503792,-0.0096776779482315,-0.0975793722979927,0.1749742148396494,-0.3126823356797873,0.03593278767202335,-0.08661229820089733,0.1764255381089147,-0.30831434766547994,0.050944804664780345,9.454387313653881e-06,1.0
0.0065306122448979,0.399574600503792,-0.0096776779482315,-0.0975793722979927,0.1749742148396494,-0.3126823356797873,0.03565591674820412,-0.08289688992581629,0.17542136640917078,-0.30700731089364175,0.05565661356934805,1.549147162483987e-05,1.0
0.0097959183673469,0.399574600503792,-0.0096776779482315,-0.0975793722979927,0.1749742148396494,-0.3126823356797873,0.03539049434551078,-0.07919184165449966,0.17442314458189073,-0.3057025394914322,0.06080421064307742,2.3401808656953674e-05,1.0
0.0130612244897959,0.399574600503792,-0.0096776779482315,-0.0975793722979927,0.1749742148396494,-0.3126823356797873,0.03513667743061799,-0.07549703377849137,0.17343046236376752,-0.30439979231928127,0.06642790128294608,3.5354624722531824e-05,1.0
0.0,0.399574600503792,-0.0112128131657703,-0.0901669874712624,0.1778531997718929,-0.3061586687327869,0.03373899775614153,-0.08333516361984339,0.18006135731390013,-0.30329431743309887,0.04561161683600438,0.0,0.0
0.0032653061224489,0.399574600503792,-0.0112128131657703,-0.0901669874712624,0.1778531997718929,-0.3061586687327869,0.0334735913938522,-0.07973001356347514,0.17907135848686384,-0.3019846450389051,0.049830167162652005,9.75367030189352e-06,1.0
0.0065306122448979,0.399574600503792,-0.0112128131657703,-0.0901669874712624,0.1778531997718929,-0.3061586687327869,0.033219064415930255,-0.07613415918833666,0.17808778146540952,-0.30067748098876124,0.0544388849092017,1.5866575457710695e-05,1.0
0.0097959183673469,0.399574600503792,-0.0112128131657703,-0.0901669874712624,0.1778531997718929,-0.3061586687327869,0.03297559425012786,-0.07254755357845605,0.1771101648701997,-0.29937259398529814,0.05947385607766007,2.362808959373133e-05,1.0
0.0130612244897959,0.399574600503792,-0.0112128131657703,-0.0901669874712624,0.1778531997718929,-0.3061586687327869,0.03274334212015784,-0.06897009820527056,0.17613809812311215,-0.2980697420922901,0.06497450421047013,3.535991992623691e-05,1.0
0.0,0.399574600503792,-0.012629791009786,-0.0831184796998896,0.1807795548509189,-0.2996350017857866,0.03136276787862469,-0.07669898690123517,0.18273838784512988,-0.2969722274310813,0.04458119019615273,0.0,0.0
0.0032653061224489,0.399574600503792,-0.012629791009786,-0.0831184796998896,0.1807795548509189,-0.2996350017857866,0.03111890966062203,-0.0732094037902341,0.18176894934020418,-0.29566242036514345,0.048704437901677285,1.005036271647216e-05,1.0
0.0065306122448979,0.399574600503792,-0.012629791009786,-0.0831184796998896,0.1807795548509189,-0.2996350017857866,0.030885551482026097,-0.0697280418721839,0.18080594326121513,-0.29435513358759413,0.05320903862999725,1.625160442027881e-05,1.0
0.0097959183673469,0.399574600503792,-0.012629791009786,-0.0831184796998896,0.1807795548509189,-0.2996350017857866,0.030662874927095518,-0.06625487476251085,0.17984890788538685,-0.29305013503565003,0.0581302631526939,2.3876135333924846e-05,1.0
0.0130612244897959,0.399574600503792,-0.012629791009786,-0.0831184796998896,0.1807795548509189,-0.2996350017857866,0.030451045288432232,-0.06278982418182888,0.17889743233790611,-0.29174718202161154,0.06350664438234029,3.539999988840366e-05,1.0
0.0,0.395967427158732,-0.0139832502078752,-0.0763957861351405,0.144090474667396,-0.293258566403889,0.03260037095540069,-0.06815370865885806,0.1475142350202781,-0.28973841780019616,0.04756132023981983,0.0,0.0
0.0032653061224489,0.395967427158732,-0.0139832502078752,-0.0763957861351405,0.144090474667396,-0.293258566403889,0.03238459405204719,-0.06462237649660607,0.14656857435460766,-0.2884401878467793,0.051960195722679396,9.860458850989914e-06,1.0
0.0065306122448979,0.395967427158732,-0.0139832502078752,-0.0763957861351405,0.144090474667396,-0.293258566403889,0.032179444845744865,-0.06109796718440219,0.1456292902480668,-0.287144494896469,0.0567659166298489,1.6202126355511386e-05,1.0
