t,u,phi,phidot,x,xdot
0.0,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.00816326530612245,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.0163265306122449,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.02448979591836735,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.0326530612244898,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.04081632653061225,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.0489795918367347,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.05714285714285715,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.0653061224489796,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.07346938775510205,-8.12577671573538,3.14159265358979,0.0,0.0,0.0
0.0,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.00816326530612245,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.0163265306122449,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.02448979591836735,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.0326530612244898,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.04081632653061225,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.0489795918367347,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.05714285714285715,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.0653061224489796,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.07346938775510205,-6.54794562798515,3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
0.0,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.00816326530612245,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.0163265306122449,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.02448979591836735,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.0326530612244898,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.04081632653061225,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.0489795918367347,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.05714285714285715,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.0653061224489796,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.07346938775510205,-3.8596251611059,3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
0.0,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.00816326530612245,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.0163265306122449,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.02448979591836735,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.0326530612244898,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.04081632653061225,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.0489795918367347,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.05714285714285715,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.0653061224489796,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.07346938775510205,-2.00921077018696,3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
0.0,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.00816326530612245,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.0163265306122449,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.02448979591836735,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.0326530612244898,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.04081632653061225,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.0489795918367347,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.05714285714285715,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.0653061224489796,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.07346938775510205,-0.773344302543964,3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
0.0,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
0.00816326530612245,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
0.0163265306122449,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
0.02448979591836735,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
0.0326530612244898,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
0.04081632653061225,0.138505531826415,3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
